,LR,Layer1,Layer2,Layer3,Layer4,Fitness,Generation
299,0.01,7.0,20.0,10.0,20.0,0.13099952796096948,
300,0.011000000000000001,22.0,40.0,0.0,0.0,0.5616832660632549,
301,0.01,20.0,40.0,0.0,0.0,0.7855277142782212,
302,0.011000000000000001,22.0,41.0,0.0,0.0,0.6257323825240494,
303,0.001,20.0,40.0,0.0,0.0,0.04113465368800795,
304,0.01,20.0,40.0,0.0,0.0,0.7131192870661865,
305,0.01,40.0,37.0,0.0,0.0,0.5946983334534635,
306,0.01,20.0,33.0,0.0,0.0,0.6945861635114977,
307,0.01,27.0,37.0,0.0,0.0,0.7678458990392819,
308,0.01,20.0,40.0,0.0,0.0,0.4968572143997218,
309,0.011000000000000001,20.0,40.0,0.0,0.0,0.2150135028546976,
310,0.01,32.0,40.0,0.0,0.0,0.7543816694114241,
311,0.011000000000000001,12.0,40.0,0.0,0.0,0.6623321794098301,
312,0.01,17.0,10.0,18.0,10.0,0.04639057210997688,
313,0.01,40.0,40.0,0.0,0.0,0.7072985353432917,
314,0.01,17.0,29.0,0.0,10.0,0.4858102197716821,
315,0.011000000000000001,40.0,40.0,0.0,0.0,0.4925679498234319,
316,0.011000000000000001,37.0,40.0,0.0,0.0,0.7154241398102941,
317,0.01,40.0,20.0,0.0,4.0,0.3981929130826721,
318,0.011000000000000001,37.0,13.0,15.0,0.0,0.2472275865020571,
319,0.01,7.0,20.0,0.0,4.0,0.5643836417823793,
320,0.01,40.0,20.0,0.0,4.0,0.5738665812403906,
321,0.01,20.0,40.0,0.0,0.0,0.4091959483512817,
322,0.011000000000000001,40.0,13.0,0.0,4.0,0.2454996478153495,
323,0.001,20.0,40.0,0.0,0.0,0.1431583365339998,
324,0.011000000000000001,20.0,40.0,0.0,0.0,0.6295814143604703,
325,0.011000000000000001,40.0,20.0,0.0,4.0,0.6746307025730216,
326,0.011000000000000001,20.0,41.0,12.0,0.0,0.14930579929784835,
327,0.011000000000000001,40.0,29.0,0.0,4.0,0.6930661758418144,
328,0.01,40.0,20.0,0.0,4.0,0.5429794251330005,
329,0.01,37.0,40.0,0.0,0.0,0.29734987284451503,
330,0.01,7.0,20.0,0.0,4.0,0.3199748940430336,
